Time,X (km),Y (km),Z (km)
2024-12-30 08:17:26.902674,2160.175250704406,3456.1102620442953,5365.603128330863
2024-12-30 08:27:26.902674,-1725.9243906811328,5237.273681730425,3876.9111587601496
2024-12-30 08:37:26.902674,-4835.088512429737,4661.4353853483035,638.7359091693594
2024-12-30 08:47:26.902674,-5769.376428403554,1988.3172498742845,-2888.084822289564
2024-12-30 08:57:26.902674,-4115.971105056653,-1577.597910982375,-5116.940806600279
2024-12-30 09:07:26.902674,-622.3512312804611,-4438.955014677836,-5052.448318706994
2024-12-30 09:17:26.902674,3148.805188477616,-5316.059711036449,-2723.714369678178
2024-12-30 09:27:26.902674,5507.184347290258,-3809.7172556485307,828.7264519028978
2024-12-30 09:37:26.902674,5389.094335431666,-590.6494303030353,4007.0231803900124
2024-12-30 09:47:26.902674,2846.6750534693406,2894.2459877636948,5377.815755720012
2024-12-30 09:57:26.902674,-975.8700855925947,5077.562660991409,4323.437557382784
2024-12-30 10:07:26.902674,-4359.033658877765,4975.991945642467,1318.3046164532202
2024-12-30 10:17:26.902674,-5780.847453351102,2635.0956460624247,-2282.042522895291
2024-12-30 10:27:26.902674,-4608.057664377234,-889.4500718566168,-4856.258294188647
2024-12-30 10:37:26.902674,-1374.0415472766372,-4017.0310798336986,-5253.062354763422
2024-12-30 10:47:26.902674,2473.5284268481782,-5349.527199081349,-3296.2687049622195
2024-12-30 10:57:26.902674,5211.768694980413,-4285.057934037989,140.73168453953767
2024-12-30 11:07:26.902674,5607.047570832604,-1294.8326598923632,3513.671261717353
2024-12-30 11:17:26.902674,3479.796043911027,2277.983511385227,5301.511928832516
2024-12-30 11:27:26.902674,-212.38464952649417,4826.398812677302,4698.56007828336
2024-12-30 11:37:26.902674,-3808.7379794891244,5203.215695246857,1975.8596655122758
2024-12-30 11:47:26.902674,-5690.961968285833,3238.0990782004833,-1638.7848169238812
2024-12-30 11:57:26.902674,-5017.283278086421,-182.17899312255278,-4516.270366900886
2024-12-30 12:07:26.902674,-2098.049423430371,-3521.892644007281,-5367.7726621686625
2024-12-30 12:17:26.902674,1758.3428186870533,-5288.1172878319585,-3814.5541049226476
2024-12-30 12:27:26.902674,4826.366152269331,-4686.336080136838,-549.2746182438357
2024-12-30 12:37:26.902674,5725.4583118735,-1979.3528347505096,2962.7151128445084
2024-12-30 12:47:26.902674,4048.700110447021,1618.1164314231958,5138.060503561958
2024-12-30 12:57:26.902674,551.0264092657329,4487.949599484164,4996.214284606921
2024-12-30 13:07:26.902674,-3194.280633536726,5338.719859792332,2600.601329887423
2024-12-30 13:17:26.902674,-5501.779940556456,3786.394857607635,-968.8957138855991
2024-12-30 13:27:26.902674,-5336.895457595195,531.7502730621108,-4102.586136833603
2024-12-30 13:37:26.902674,-2781.893897201302,-2962.0523298726353,-5394.834517383157
2024-12-30 13:47:26.902674,1016.0131242185189,-5132.646080055475,-4270.203303979064
2024-12-30 13:57:26.902674,4358.282474217335,-5006.173804365493,-1229.9566147452742
2024-12-30 14:07:26.902674,5742.787263920021,-2631.934223989154,2363.28627203655
2024-12-30 14:17:26.902674,4543.74062356722,926.2404683822941,4890.254942912694
2024-12-30 14:27:26.902674,1300.9455092412386,4067.946581913183,5211.624298064388
2024-12-30 14:37:26.902674,-2526.8197138244645,5379.752908965914,3182.294521090463
2024-12-30 14:47:26.902674,-5217.105671944114,4269.988233048944,-283.3913464244812
2024-12-30 14:57:26.902674,-5561.734621399715,1239.7078843246557,-3622.008715358693
2024-12-30 15:07:26.902674,-3413.8671785714573,-2347.176073920203,-5333.92124382158
2024-12-30 15:17:26.902674,259.68288190667306,-4885.59297934264,-4655.900286379224
