Time,X (km),Y (km),Z (km)
2024-12-31 02:17:26.902674,-5968.728762363933,2548.2077446878748,2408.1653578597197
2024-12-31 02:27:26.902674,-6832.788935220766,-33.32693390984873,-1140.2676124027976
2024-12-31 02:37:26.902674,-4849.165206684442,-2601.5131700497923,-4212.934660639895
2024-12-31 02:47:26.902674,-850.4832779217611,-4089.559612999341,-5531.478979730884
2024-12-31 02:57:26.902674,3500.8892567275498,-3882.2205383416704,-4550.7433866527435
2024-12-31 03:07:26.902674,6397.98063330883,-2063.335083363787,-1676.0933576624054
2024-12-31 03:17:26.902674,6629.810629612266,614.4549492432108,1897.7877380647046
2024-12-31 03:27:26.902674,4095.094037518275,3035.720187468079,4677.477404386079
2024-12-31 03:37:26.902674,-148.2778606486922,4190.576847844284,5500.630653561347
2024-12-31 03:47:26.902674,-4329.734496491014,3597.6855940089367,4023.5714168448408
2024-12-31 03:57:26.902674,-6704.177052210511,1503.5034933268114,863.0800039612008
2024-12-31 04:07:26.902674,-6281.560674429769,-1218.2248552974092,-2658.81364317596
2024-12-31 04:17:26.902674,-3244.252730680092,-3433.6051264776916,-5072.017255352833
2024-12-31 04:27:26.902674,1139.669415914927,-4224.729580058527,-5375.600489963017
2024-12-31 04:37:26.902674,5050.576533611151,-3264.0160371065363,-3444.2600336238033
2024-12-31 04:47:26.902674,6860.866568295656,-946.670190870623,-77.81317749884718
2024-12-31 04:57:26.902674,5810.161723030889,1765.0402367899494,3320.6345666430802
2024-12-31 05:07:26.902674,2334.687488697099,3740.211569513917,5329.681512260701
2024-12-31 05:17:26.902674,-2114.701390646909,4155.409893947543,5109.880979274571
2024-12-31 05:27:26.902674,-5681.7312505655755,2837.1950053941705,2752.88581516628
2024-12-31 05:37:26.902674,-6877.332280519695,334.80294236160626,-756.1509994474084
2024-12-31 05:47:26.902674,-5205.937155392691,-2307.6504889890234,-3949.7834833140496
2024-12-31 05:57:26.902674,-1370.5396164798356,-3991.7431737968736,-5498.3729478599125
2024-12-31 06:07:26.902674,3033.3125283955487,-4020.9323300234487,-4761.321526898098
2024-12-31 06:17:26.902674,6177.415603957916,-2381.4206349541173,-2043.2082791868525
2024-12-31 06:27:26.902674,6748.880358093323,249.15861882235745,1527.1525753460915
2024-12-31 06:37:26.902674,4504.339652151401,2775.604466707536,4458.378604535797
2024-12-31 06:47:26.902674,380.28499594323375,4144.085632464791,5524.593957516742
2024-12-31 06:57:26.902674,-3902.3405510792795,3784.233034109339,4280.601680677607
2024-12-31 07:07:26.902674,-6556.384018320045,1845.3383267680647,1245.7472420481272
2024-12-31 07:17:26.902674,-6474.6618235865235,-863.7699876036919,-2310.584971331447
2024-12-31 07:27:26.902674,-3696.9927113338745,-3213.91029879111,-4903.189399019602
2024-12-31 07:37:26.902674,615.5783892540442,-4230.6599811745755,-5455.9402188681925
2024-12-31 07:47:26.902674,4672.609799589348,-3493.303098987165,-3740.593329504332
2024-12-31 07:57:26.902674,6786.823763704452,-1304.4564924785602,-467.1182341963041
2024-12-31 08:07:26.902674,6071.507871123974,1427.781328120567,3001.0135453373123
2024-12-31 08:17:26.902674,2822.3411491307434,3564.18444891532,5213.425396329807
